file,family,pred_family,centre_error_mm,iou,score
file1001638,cartilage,cartilage,5.890678904704169,0.22670582602862083,0.20273754000663757
file1001638,cartilage,meniscus,4.417269018295944,0.11714005339619936,0.18059119582176208
file1001638,meniscus,cartilage,12.883713794896947,0.10981356357376444,0.18759843707084656
file1001642,meniscus,cartilage,7.1221138117472425,0.14342729278000502,0.18403223156929016
file1001643,meniscus,cartilage,6.998520151728189,0.3493214026624987,0.35105517506599426
file1001654,meniscus,meniscus,8.997598604414277,0.11015065533635528,0.26905325055122375
file1001671,meniscus,meniscus,4.503367220335519,0.4617777958557138,0.25346052646636963
file1001671,meniscus,cartilage,12.306589060665221,0.18045957278788058,0.21833793818950653
file1001672,meniscus,cartilage,12.571656919483928,0.20150677861647767,0.19619277119636536
file1001677,meniscus,cartilage,12.17574267810747,0.10825522464391486,0.2057526856660843
file1001685,cartilage,cartilage,2.2470579215259368,0.2595382821343714,0.31570887565612793
file1001685,cartilage,cartilage,2.13848986689999,0.11901182840753974,0.1999656707048416
file1001706,cartilage,meniscus,10.53004279038429,0.13417941199049246,0.21252451837062836
file1001706,cartilage,meniscus,6.018482233511667,0.3763353999141653,0.3346962630748749
file1001706,meniscus,cartilage,9.904193342294192,0.19097558617080665,0.2777470052242279
file1001711,cartilage,cartilage,3.0960739938250783,0.23558656970605907,0.3593461513519287
file1001721,meniscus,meniscus,12.252627106855567,0.29816415298193993,0.20693184435367584
file1001723,meniscus,meniscus,9.806423467323528,0.12688341640682893,0.20304244756698608
file1001723,meniscus,cartilage,3.4966044529757423,0.1899836693358856,0.23090574145317078
file1001728,meniscus,meniscus,8.183034915356533,0.28046826244643974,0.1966833472251892
file1001737,meniscus,cartilage,6.106084924312564,0.5113615944415136,0.1965099722146988
file1001739,cartilage,cartilage,4.878533242764427,0.46212497748523945,0.22789502143859863
file1001739,cartilage,meniscus,8.178053035994852,0.312733639501468,0.26718056201934814
file1001739,meniscus,cartilage,14.295114871018079,0.1058086287152814,0.22464817762374878
file1001739,meniscus,meniscus,6.810508942170965,0.4269881531863263,0.29210755228996277
file1001746,meniscus,meniscus,7.8750860092152335,0.11787973916680436,0.23827676475048065
file1001750,meniscus,cartilage,13.9682643931906,0.2398272691768798,0.2524930536746979
file1001759,meniscus,cartilage,13.996795387632925,0.10921468906566185,0.21058927476406097
file1001783,cartilage,cartilage,0.27008573249791606,0.21208065607749357,0.23812304437160492
file1001783,meniscus,meniscus,9.456694596342812,0.2677931122025387,0.22569744288921356
file1001795,meniscus,meniscus,5.191798656474161,0.10086402772559096,0.2221037894487381
file1001800,meniscus,cartilage,4.967426473487445,0.40568933844496335,0.28248104453086853
file1001810,meniscus,meniscus,5.03544344525334,0.14936591483655662,0.2175883799791336
file1001811,cartilage,cartilage,3.694459661624468,0.19515861800152018,0.2396669238805771
file1001830,meniscus,meniscus,9.292063918551067,0.3250722963226826,0.23527923226356506
file1001843,meniscus,meniscus,5.327272616048321,0.12311503433630265,0.27108919620513916
file1001847,meniscus,meniscus,6.955170721251948,0.3146707465893165,0.23317363858222961
file1001849,meniscus,cartilage,11.5463552599579,0.21315801062644368,0.2602260410785675
file1001851,meniscus,cartilage,13.99548475032244,0.11293236129313809,0.24457496404647827
file1001856,cartilage,cartilage,3.421240118852318,0.13032826458111893,0.3463047742843628
file1001864,meniscus,meniscus,2.8273412975757974,0.20815405882313048,0.2358434796333313
file1001873,meniscus,cartilage,5.0934620145734595,0.4466449722578459,0.1819649189710617
file1001875,cartilage,cartilage,14.35027722291096,0.167214575673387,0.3025422990322113
file1001883,cartilage,cartilage,1.9467192646155669,0.6543838464868046,0.18767878413200378
file1001892,meniscus,cartilage,5.221108748495016,0.3847314225418517,0.19294792413711548
file1001909,cartilage,meniscus,1.4638489200495937,0.14419376255409216,0.23123759031295776
file1001909,meniscus,cartilage,3.0058513346689506,0.47079520014548726,0.20890860259532928
file1001912,meniscus,cartilage,5.142999542618164,0.48300467372798755,0.22272856533527374
file1001916,cartilage,cartilage,4.968433940801081,0.5548254421908894,0.18421369791030884
file1001916,meniscus,meniscus,13.507022145994688,0.36586421005168546,0.22095896303653717
file1001922,cartilage,meniscus,0.1974085384210976,0.1343434338177738,0.22714577615261078
file1001922,meniscus,cartilage,2.0754068722276267,0.6718133430604386,0.218969464302063
file1001948,cartilage,cartilage,1.9761912791674106,0.6496513284184865,0.23764489591121674
file1001948,meniscus,meniscus,9.343649014550108,0.1462139497317808,0.2633422613143921
file1001956,ligament,meniscus,12.741011198526698,0.15987030288059037,0.18783001601696014
file1001956,meniscus,meniscus,6.465510261050366,0.14604823443157747,0.24636754393577576
file1001959,meniscus,meniscus,3.860168225413891,0.34843079569454627,0.24564997851848602
file1001967,cartilage,meniscus,6.907219464661575,0.35322561784676804,0.1814064383506775
file1001967,cartilage,cartilage,3.2331192159117244,0.15857840888682298,0.21054795384407043
file1001969,ligament,meniscus,7.723554234835758,0.17970019542958962,0.2132127434015274
file1001973,meniscus,meniscus,11.19757547621599,0.31394335005934976,0.21835212409496307
file1001975,cartilage,cartilage,8.570412952554396,0.13498053307389327,0.2354692816734314
file1001975,meniscus,meniscus,7.58253987542055,0.20956027083117085,0.2668497562408447
file1001979,meniscus,cartilage,14.502845243819861,0.22030335655730618,0.204511821269989
file1001992,cartilage,meniscus,11.345065610281239,0.14834455326614857,0.18669652938842773
file1001992,meniscus,meniscus,16.651767280263588,0.13515950129786536,0.20155052840709686
file1001995,cartilage,cartilage,7.723118918600259,0.34937825808247025,0.22189666330814362
file1001999,cartilage,cartilage,4.872104453393143,0.3706202746695211,0.2001073807477951
file1001999,meniscus,meniscus,5.910444245995811,0.5657461735288656,0.19290262460708618
file1001999,meniscus,meniscus,12.317521604016457,0.12639613660534005,0.21512041985988617
file1002001,meniscus,cartilage,7.424346699216419,0.36212412669654626,0.18216590583324432
file1002004,meniscus,cartilage,4.9117323657423775,0.5054329968142897,0.23611955344676971
file1002023,meniscus,meniscus,3.564563825599239,0.2551712478217123,0.21824096143245697
file1002024,meniscus,cartilage,12.28718564117806,0.2880343714451535,0.3091936409473419
file1002034,cartilage,cartilage,2.557881460802318,0.13638078618749153,0.20075298845767975
file1002042,cartilage,cartilage,6.081734332063643,0.20632900850697147,0.19949015974998474
file1002046,meniscus,cartilage,2.4344780811651856,0.6417212220951442,0.26288193464279175
file1002046,meniscus,meniscus,4.727542415808307,0.25474294527601404,0.22634631395339966
file1002054,meniscus,meniscus,11.26609852720537,0.10243273568879735,0.2103169560432434
file1002056,meniscus,cartilage,7.1770345957532875,0.4154963557849534,0.28401127457618713
file1002056,meniscus,meniscus,18.8179352597559,0.11939624841743758,0.24778182804584503
file1002066,meniscus,meniscus,11.492002321927329,0.3373332833350956,0.1909043788909912
file1002074,meniscus,meniscus,7.702194276266155,0.10153274020691941,0.18500331044197083
file1002076,cartilage,cartilage,15.395045883158856,0.15388685739073665,0.1991395205259323
file1002076,meniscus,meniscus,7.62697700241457,0.3348493549504486,0.231214240193367
file1002078,cartilage,cartilage,1.7479530547356872,0.18599220574840067,0.20133818686008453
file1002086,cartilage,cartilage,6.507449986665286,0.1037721411713049,0.23127852380275726
file1002086,meniscus,meniscus,3.070108700179855,0.3021166360605412,0.24976594746112823
file1002089,cartilage,meniscus,3.3194294077701487,0.10491073353751336,0.18242353200912476
file1002090,cartilage,meniscus,1.5558159796117046,0.10915750610089991,0.2173980474472046
file1002093,meniscus,meniscus,6.078371030627943,0.17208156972183083,0.2763201892375946
file1002095,meniscus,meniscus,6.254346633610005,0.1831500693176539,0.2435053437948227
file1002097,meniscus,cartilage,9.032304564763255,0.33180572961404514,0.20294660329818726
file1002099,meniscus,meniscus,9.887269881901352,0.1388089326845692,0.21694408357143402
file1002113,cartilage,meniscus,10.694636429158564,0.29915872355357054,0.20706988871097565
file1002113,cartilage,cartilage,1.6931203162595156,0.2757336390145135,0.2325349748134613
file1002123,cartilage,cartilage,2.7641707900427925,0.2782758230002181,0.2146049290895462
file1002123,cartilage,cartilage,6.051195734209546,0.20729719764596544,0.26052793860435486
file1002123,meniscus,meniscus,9.21551886757396,0.13489971105094453,0.2628960907459259
file1002145,meniscus,meniscus,4.486925883885691,0.11187297575718308,0.2572444975376129
file1002146,meniscus,cartilage,6.771904302720843,0.4519534793289181,0.21029917895793915
file1002146,meniscus,cartilage,9.578005630706496,0.2692842424266845,0.1900833696126938
file1002151,meniscus,cartilage,9.523002269318933,0.16889115010440095,0.262206494808197
file1002169,meniscus,cartilage,3.044326933746807,0.5767418550395474,0.32792919874191284
file1002193,meniscus,meniscus,7.589567351560623,0.1104675331860357,0.2357112318277359
file1002194,meniscus,meniscus,15.50673240458073,0.14136191561401454,0.25680384039878845
file1002195,cartilage,cartilage,5.311136810825469,0.34057706055553955,0.22376401722431183
file1002195,meniscus,meniscus,4.330491058769307,0.1818041664693369,0.23706479370594025
file1002195,meniscus,meniscus,9.593299483783417,0.20335878970715227,0.19119100272655487
file1002203,meniscus,meniscus,11.568811868120124,0.20584694065059025,0.19328370690345764
file1002203,meniscus,meniscus,10.757520148552269,0.16316781258893823,0.19647182524204254
file1002214,cartilage,meniscus,5.452323562223482,0.11603924402487566,0.18049608170986176
file1002214,meniscus,cartilage,21.48768648747533,0.13380955445537399,0.18641223013401031
file1002232,meniscus,cartilage,7.915377307710643,0.3171053124351236,0.1938035488128662
file1002238,meniscus,meniscus,9.934130874363868,0.25587152994524215,0.18500299751758575
file1002243,cartilage,cartilage,2.72536302754455,0.20528865418776512,0.2502254545688629
file1002243,meniscus,meniscus,11.102418340245103,0.3229252809101585,0.3088988661766052
file1002246,meniscus,meniscus,8.585600421337507,0.27516886825468634,0.19080501794815063
file1002263,cartilage,cartilage,2.3999424545948003,0.1829776917382448,0.19359001517295837
file1002263,meniscus,cartilage,5.049686512435604,0.15769334032749385,0.20020897686481476
file1002274,cartilage,cartilage,4.510700151552664,0.4757458583268343,0.22728973627090454
file1002274,meniscus,meniscus,8.445804887213376,0.2910669555144332,0.19693081080913544
file1002283,meniscus,cartilage,9.364723476984551,0.34544062641576867,0.19917163252830505
file1002287,cartilage,meniscus,6.655768915883509,0.1400362454466008,0.1975174844264984
file1002300,cartilage,cartilage,4.836418554991854,0.2605958028221663,0.21326139569282532
file1002303,meniscus,cartilage,2.685124782091409,0.5769746737731994,0.18733225762844086
file1002309,meniscus,cartilage,6.274762086627157,0.4146917914788136,0.23333343863487244
file1002315,meniscus,cartilage,17.80617236133619,0.10766279058050672,0.18390566110610962
file1002325,meniscus,cartilage,6.760338620044407,0.2856422722721862,0.23392435908317566
file1002335,meniscus,meniscus,7.554738626101432,0.2695869733251579,0.26186394691467285
file1002342,meniscus,cartilage,9.78242452649225,0.2238618562088034,0.3003697395324707
file1002351,meniscus,cartilage,6.100384713844994,0.41822435202304953,0.1933773010969162
file1002357,meniscus,meniscus,3.795486980959629,0.4563642263055846,0.22337345778942108
file1002361,meniscus,cartilage,12.603379637645782,0.28949816342660034,0.23706592619419098
file1002368,meniscus,cartilage,4.857032170413088,0.5636294665996175,0.2001393884420395
file1002378,cartilage,cartilage,6.407864095204424,0.14348479469049974,0.18915797770023346
file1002378,meniscus,cartilage,10.584380488821493,0.31855301142308245,0.19460895657539368
file1002379,meniscus,meniscus,4.694943202215763,0.4341784214158498,0.23430192470550537
file1002385,ligament,meniscus,5.726173087780618,0.1958316341163735,0.18436898291110992
file1002385,meniscus,meniscus,6.665928160683431,0.24754473941418653,0.21543781459331512
file1002386,meniscus,meniscus,9.691655094559358,0.14284499764452793,0.29371652007102966
file1002388,meniscus,meniscus,6.696925683093507,0.13692817255220108,0.21289598941802979
file1002389,cartilage,cartilage,0.8631550293812119,0.2652492515645972,0.1946437656879425
file1002389,cartilage,cartilage,3.776027542116645,0.20430813650862756,0.2809852063655853
file1002389,meniscus,meniscus,17.188924365427255,0.13153340142633485,0.32260170578956604
file1002396,cartilage,cartilage,3.5098951069669315,0.31757435509151033,0.18022087216377258
file1002397,meniscus,cartilage,9.271717580246426,0.23156646415009405,0.18949298560619354
file1002407,meniscus,cartilage,5.927594535187364,0.23071760791427742,0.1881554275751114
file1002409,meniscus,cartilage,9.341818279157213,0.4032800821613559,0.18444415926933289
file1002412,cartilage,cartilage,3.9139283413642563,0.5488011836751914,0.25062480568885803
file1002412,ligament,meniscus,3.3728369970231267,0.24332572218690973,0.19358116388320923
file1002412,meniscus,meniscus,3.8131068511994797,0.6848696698739463,0.24187034368515015
file1002416,meniscus,cartilage,8.32818494309939,0.260173683587825,0.2320389747619629
file1002417,cartilage,meniscus,17.527259281382246,0.1277333476625205,0.3232716917991638
file1002417,meniscus,meniscus,6.4544548440743625,0.3462556662359578,0.1901077926158905
file1002417,meniscus,cartilage,10.575405789604718,0.2180719451226123,0.19840973615646362
file1002423,cartilage,meniscus,3.567211103466741,0.2233157632387276,0.1882070153951645
file1002431,meniscus,cartilage,4.141064115373775,0.3800586557541481,0.1915847659111023
file1002431,meniscus,meniscus,6.835249757308813,0.17328735294599487,0.27101409435272217
file1002432,meniscus,cartilage,12.423325911588838,0.18493383158902107,0.21893508732318878
file1002435,cartilage,cartilage,5.0304548295122515,0.17187702469194716,0.28784388303756714
file1002435,meniscus,meniscus,4.653704719471634,0.3224628391867466,0.1909431517124176
file1002436,meniscus,cartilage,4.0168192806622045,0.4807684956843171,0.18607448041439056
file1002437,meniscus,cartilage,5.2273478078222855,0.42975359596565815,0.20521856844425201
file1002444,meniscus,cartilage,3.851264520728257,0.4876090326032263,0.19098320603370667
file1002449,meniscus,cartilage,5.645376018615416,0.43260911278436043,0.22437158226966858
file1002456,cartilage,cartilage,3.9258823721011846,0.36206583439119655,0.28463029861450195
file1002456,meniscus,meniscus,5.268898548699543,0.3039573857610526,0.31261536478996277
file1002458,meniscus,cartilage,5.806112917999368,0.5790151880121097,0.21509286761283875
file1002473,meniscus,meniscus,9.26645566367493,0.1597532662751421,0.22269511222839355
file1002475,cartilage,cartilage,7.571215826798359,0.1978817642433769,0.19667363166809082
file1002479,cartilage,cartilage,4.67798609380272,0.3916601082570762,0.20487704873085022
file1002492,meniscus,cartilage,6.773136664642768,0.47670530374044157,0.28536757826805115
file1002494,meniscus,meniscus,3.4695368871110928,0.21333888800314466,0.24636630713939667
file1002495,meniscus,cartilage,1.9586957351348073,0.548495035928025,0.197055846452713
file1002499,meniscus,meniscus,12.619964156805073,0.14791003738071468,0.20404411852359772
file1002509,cartilage,cartilage,5.042877507783072,0.25055012758877665,0.21447214484214783
file1002514,meniscus,meniscus,3.9392834971356416,0.22617072635163832,0.22241902351379395
file1002515,cartilage,cartilage,4.4003508812369,0.1629446957936292,0.2293202430009842
file1002515,meniscus,meniscus,1.8839373051696533,0.43897616823374863,0.24815867841243744
file1002518,meniscus,meniscus,11.309129977493262,0.13387529986896526,0.2085704356431961
file1002520,meniscus,meniscus,18.023850530651064,0.21073323537863684,0.28025466203689575
file1002523,meniscus,cartilage,15.827505923936712,0.16596029905818685,0.18271034955978394
file1002538,meniscus,cartilage,4.231583881145289,0.46310571859805316,0.21154391765594482
file1002544,meniscus,meniscus,6.862213398163327,0.19886050686020013,0.27669158577919006
file1002545,cartilage,meniscus,9.5674522704342,0.11003598236226843,0.18497350811958313
file1002568,meniscus,cartilage,7.783094922142515,0.24499476069301246,0.19018888473510742
file1002569,meniscus,cartilage,10.537394461830399,0.1510637104281664,0.20142146944999695
